in_id_m_id,in_id,m_id
3697,3009,404
3698,763,461
3699,3823,202
3700,4469,386
3701,125,432
3702,5188,352
3703,428,438
3704,4732,109
3705,5056,446
3706,4373,113
3707,4141,419
3708,4665,351
3709,4318,195
3710,4936,255
3711,3933,90
3712,3867,465
3713,3100,50
3714,5105,1
3715,3944,27
3716,2460,277
3717,2645,38
3718,1413,46
3719,230,38
3720,2120,61
3721,887,486
3722,2595,429
3723,376,62
3724,871,435
3725,892,262
3726,3855,265
3727,5133,213
3728,3343,465
3729,4984,132
3730,13,349
3731,980,85
3732,4569,404
3733,309,189
3734,3006,11
3735,3346,486
3736,4667,177
3737,676,376
3738,4001,372
3739,2546,340
3740,2384,342
3741,326,237
3742,4885,484
3743,2727,1
3744,4530,462
3745,3385,471
3746,3401,201
3747,1500,472
3748,1359,134
3749,3365,117
3750,3238,92
3751,4631,490
3752,838,124
3753,1770,335
3754,5239,113
3755,47,478
3756,428,194
3757,1675,96
3758,2134,250
3759,1262,179
3760,5546,430
3761,5024,274
3762,622,146
3763,2286,382
3764,4354,148
3765,439,390
3766,3974,246
3767,4044,225
3768,4282,332
3769,440,193
3770,1443,306
3771,91,353
3772,3005,404
3773,4302,413
3774,5317,212
3775,4176,295
3776,2705,74
3777,5516,33
3778,1034,482
3779,1277,488
3780,1454,131
3781,3989,494
3782,1827,40
3783,4822,472
3784,1044,461
3785,1940,307
3786,3001,455
3787,508,154
3788,94,71
3789,3285,444
3790,2084,203
3791,3639,44
3792,68,431
3793,2611,61
3794,4549,500
3795,4883,444
3796,4140,16
3797,5194,473
3798,658,168
3799,1815,482
3800,5397,194
3801,3183,198
3802,4208,231
3803,2955,486
3804,4061,111
3805,2816,136
3806,4467,336
3807,4608,98
3808,2670,115
3809,514,83
3810,982,345
3811,2846,448
3812,550,117
3813,1350,208
3814,3442,145
3815,3088,167
3816,4562,318
3817,4727,29
3818,4247,345
3819,790,486
3820,2075,146
3821,541,72
3822,3170,277
3823,1318,151
3824,2294,496
3825,5516,334
3826,4431,277
3827,3790,47
3828,2601,493
3829,4686,488
3830,5206,217
3831,3401,40
3832,4441,31
3833,3289,438
3834,1768,286
3835,3247,489
3836,4559,482
3837,3025,462
3838,4016,92
3839,3340,215
3840,3786,250
3841,1153,322
3842,3250,262
3843,4372,205
3844,2244,420
3845,4283,382
3846,2338,174
3847,640,382
3848,2635,140
3849,4616,269
3850,457,391
3851,1310,74
3852,1061,249
3853,5295,199
3854,909,8
3855,3692,459
3856,4071,175
3857,4644,472
3858,5127,288
3859,1731,270
3860,2110,68
3861,1649,31
3862,3579,32
3863,2743,494
3864,4965,246
3865,3734,105
3866,4021,103
3867,2171,413
3868,4651,321
3869,1357,118
3870,3910,26
3871,3635,117
3872,4435,35
3873,974,482
3874,2899,68
3875,5459,203
3876,3782,143
3877,3036,183
3878,3838,231
3879,1685,32
3880,3675,146
3881,833,221
3882,1407,94
3883,3822,272
3884,1208,249
3885,2557,41
3886,1274,350
3887,2968,404
3888,847,262
3889,543,74
3890,123,12
3891,1209,142
3892,4517,231
3893,4045,12
3894,4108,74
3895,1212,430
3896,5475,390
3897,3791,486
3898,3131,364
3899,542,255
3900,2356,154
3901,1421,195
3902,1071,151
3903,5291,233
3904,4759,425
3905,2045,494
3906,4460,461
3907,1221,452
3908,5505,136
3909,4844,260
3910,2193,396
3911,4596,304
3912,4624,267
3913,5060,490
3914,2681,187
3915,5138,303
3916,399,337
3917,1594,461
3918,2452,366
3919,2589,430
3920,3175,296
3921,4579,362
3922,3846,145
3923,1051,494
3924,1899,303
3925,783,231
3926,2635,486
3927,1949,38
3928,5652,213
3929,4427,461
3930,799,469
3931,360,148
3932,900,244
3933,2974,246
3934,944,399
3935,411,258
3936,2363,136
3937,4309,313
3938,1097,270
3939,1886,393
3940,5612,334
3941,4062,452
3942,3178,237
3943,2230,6
3944,213,145
3945,5497,158
3946,3724,412
3947,3980,446
3948,1394,486
3949,1291,13
3950,834,430
3951,102,293
3952,2503,33
3953,720,449
3954,4689,404
3955,1637,397
3956,2180,456
3957,907,479
3958,4182,180
3959,4984,64
3960,2517,137
3961,1174,423
3962,3729,391
3963,1422,294
3964,4918,139
3965,3768,413
3966,302,383
3967,2967,28
3968,4186,106
3969,5194,304
3970,3206,211
3971,363,195
3972,2558,316
3973,764,448
3974,5606,404
3975,2379,303
3976,2355,462
3977,5282,150
3978,3638,243
3979,2494,260
3980,4225,249
3981,4888,486
3982,4375,451
3983,4533,179
3984,5464,301
3985,2246,153
3986,3664,150
3987,2787,130
3988,2609,74
3989,2384,341
3990,187,48
3991,670,385
3992,28,283
3993,544,274
3994,1296,163
3995,5659,247
3996,1862,365
3997,1341,429
3998,5277,154
3999,258,198
4000,398,463
4001,1468,473
4002,2252,210
4003,1202,72
4004,1681,385
4005,56,452
4006,3168,95
4007,5137,146
4008,3185,364
4009,3917,391
4010,1139,98
4011,3428,429
4012,1580,462
4013,1404,402
4014,5225,437
4015,809,406
4016,708,189
4017,4917,101
4018,1720,38
4019,1257,114
4020,1307,211
4021,3541,35
4022,4195,101
4023,2461,404
4024,985,472
4025,4445,490
4026,2223,50
4027,4543,154
4028,1348,102
4029,4081,404
4030,1923,28
4031,2890,274
4032,2885,461
4033,4854,245
4034,5177,142
4035,257,221
4036,3773,111
4037,1013,145
4038,2723,375
4039,1999,37
4040,526,36
4041,2960,266
4042,41,317
4043,163,118
4044,4786,479
4045,2349,296
4046,2447,10
4047,680,469
4048,5230,357
4049,1591,304
4050,3584,191
4051,1835,358
4052,776,245
4053,310,383
4054,2805,48
4055,2923,486
4056,1770,16
4057,3749,7
4058,1558,70
4059,4353,385
4060,1873,202
4061,3245,93
4062,13,404
4063,2573,307
4064,3898,192
4065,3844,112
4066,3614,285
4067,3813,143
4068,3477,210
4069,2294,362
4070,3261,486
4071,5339,225
4072,3645,153
4073,5084,413
4074,4238,50
4075,5028,374
4076,1285,373
4077,5197,454
4078,267,216
4079,307,25
4080,1272,47
4081,4815,260
4082,5200,242
4083,3189,93
4084,4937,262
4085,1236,31
4086,4085,151
4087,3491,370
4088,3007,267
4089,3205,260
4090,4074,244
4091,4298,151
4092,5526,337
4093,1093,484
4094,1728,370
4095,1146,462
4096,2951,263
4097,4059,83
4098,300,119
4099,2740,356
4100,5527,300
4101,898,358
4102,2217,309
4103,3884,136
4104,550,334
4105,906,466
4106,426,429
4107,2618,71
4108,4724,382
4109,2533,161
4110,3774,154
4111,263,164
4112,1922,134
4113,5021,404
4114,424,490
4115,3283,382
4116,1846,94
4117,4878,267
4118,174,479
4119,961,279
4120,4233,126
4121,2224,117
4122,3293,275
4123,5282,394
4124,3851,107
4125,812,231
4126,788,124
4127,2969,455
4128,440,77
4129,3582,197
4130,2185,462
4131,1883,438
4132,2912,32
4133,5569,399
4134,4984,300
4135,740,159
4136,3990,136
4137,951,385
4138,1766,356
4139,4819,58
4140,137,411
4141,2816,383
4142,8,461
4143,5101,364
4144,5545,81
4145,69,385
4146,2849,363
4147,3599,491
4148,3838,191
4149,5510,444
4150,2330,210
4151,378,109
4152,4821,402
4153,5027,267
4154,3713,185
4155,3765,404
4156,3769,391
4157,1317,135
4158,1712,136
4159,2494,303
4160,3022,293
4161,5641,490
4162,3356,391
4163,4602,269
4164,5486,190
4165,4708,312
4166,1817,79
4167,2214,296
4168,1432,245
4169,3815,81
4170,1030,484
4171,2659,282
4172,645,404
4173,5147,1
4174,594,159
4175,809,270
4176,698,198
4177,4694,161
4178,2131,97
4179,1884,95
4180,1818,296
4181,892,372
4182,2693,301
4183,2023,396
4184,1653,274
4185,759,366
4186,1872,77
4187,5024,332
4188,2058,333
4189,5072,53
4190,1282,10
4191,4167,352
4192,1648,459
4193,1079,494
4194,4608,293
4195,4150,154
4196,365,14
4197,4380,191
4198,2431,461
4199,2439,100
4200,2562,239
4201,4875,367
4202,4232,296
4203,1078,221
4204,617,7
4205,4309,262
4206,2511,27
4207,1761,360
4208,1579,433
4209,2626,460
4210,2512,55
4211,379,490
4212,4612,300
4213,3422,32
4214,5103,481
4215,4013,42
4216,79,372
4217,4174,129
4218,5442,265
4219,2867,366
4220,5249,296
4221,2693,234
4222,1115,138
4223,3478,450
4224,4999,440
4225,4093,358
4226,3733,260
4227,4635,390
4228,847,253
4229,1118,301
4230,475,189
4231,3391,27
4232,1055,124
4233,772,267
4234,3401,54
4235,1048,402
4236,386,138
4237,3933,45
4238,526,301
4239,4728,138
4240,5001,255
4241,3286,142
4242,4574,185
4243,4558,391
4244,5274,1
4245,73,93
4246,4495,82
4247,3104,294
4248,1349,464
4249,2987,465
4250,4022,114
4251,1563,116
4252,4567,449
4253,1203,7
4254,4258,104
4255,5594,154
4256,670,106
4257,5369,154
4258,2321,455
4259,1265,430
4260,5223,97
4261,1834,23
4262,5671,400
4263,4399,13
4264,3140,454
4265,3454,133
4266,2223,356
4267,2594,32
4268,1137,6
4269,2047,95
4270,2221,146
4271,4874,470
4272,5628,279
4273,3787,316
4274,1527,225
4275,2645,132
4276,2772,404
4277,3243,399
4278,1659,18
4279,3329,494
4280,2127,358
4281,2415,391
4282,844,134
4283,4328,253
4284,5228,31
4285,4351,14
4286,931,102
4287,5617,470
4288,3904,90
4289,3197,150
4290,3119,18
4291,1447,255
4292,4434,405
4293,6,328
4294,781,125
4295,3400,93
4296,3003,182
4297,2561,74
4298,5250,8
4299,2397,194
4300,1128,301
4301,3209,128
4302,1205,90
4303,4495,468
4304,4316,198
4305,463,225
4306,5631,251
4307,2495,136
4308,1667,444
4309,4725,234
4310,1374,291
4311,2076,352
4312,5426,442
4313,4560,463
4314,5329,364
4315,3446,401
4316,3487,73
4317,4737,6
4318,5232,189
4319,4280,399
4320,1599,294
4321,2163,448
4322,1755,446
4323,1123,29
4324,4439,32
4325,2794,253
4326,5146,1
4327,165,286
4328,2979,210
4329,1375,152
4330,4619,491
4331,4982,131
4332,4910,359
4333,1553,126
4334,4242,185
4335,5107,467
4336,2971,167
4337,1225,366
4338,5348,495
4339,5512,136
4340,4905,267
4341,3233,473
4342,2040,374
4343,1575,162
4344,4180,253
4345,964,214
4346,2982,425
4347,1873,145
4348,379,404
4349,1968,246
4350,2532,462
4351,320,451
4352,2047,320
4353,4368,156
4354,4607,465
4355,3134,76
4356,2177,198
4357,1579,133
4358,524,97
4359,5154,146
4360,1067,173
4361,5528,49
4362,2960,179
4363,55,73
4364,438,104
4365,288,311
4366,3850,97
4367,1437,97
4368,5477,164
4369,1240,265
4370,2720,302
4371,819,468
4372,2572,104
4373,4334,318
4374,5339,435
4375,1094,494
4376,5639,147
4377,3408,246
4378,5120,242
4379,5511,71
4380,4365,146
4381,5545,93
4382,2999,461
4383,1182,32
4384,1152,327
4385,2979,335
4386,5367,154
4387,676,489
4388,2679,35
4389,4598,438
4390,908,3
4391,4614,465
4392,1553,151
4393,1644,385
4394,2095,69
4395,5068,489
4396,3379,206
4397,1856,298
4398,308,495
4399,5192,347
4400,3884,404
4401,4807,486
4402,1957,198
4403,3289,468
4404,4275,133
4405,4485,29
4406,885,413
4407,1094,453
4408,2381,250
4409,1719,214
4410,4960,136
4411,1829,187
4412,257,484
4413,3752,251
4414,238,274
4415,5599,136
4416,1186,454
4417,4685,324
4418,1740,221
4419,4442,32
4420,5124,319
4421,3642,90
4422,3831,446
4423,1678,121
4424,833,153
4425,4858,11
4426,2386,277
4427,692,422
4428,2585,201
4429,1660,352
4430,4549,68
4431,1152,430
4432,1565,329
4433,3564,230
4434,4243,117
4435,90,265
4436,599,46
4437,4989,340
4438,989,248
4439,3798,68
4440,5045,152
4441,1137,221
4442,4505,28
4443,4796,391
4444,1515,345
4445,3662,394
4446,959,111
4447,1400,117
4448,85,451
4449,448,413
4450,3187,104
4451,1575,482
4452,4339,486
4453,4800,393
4454,81,143
4455,1005,31
4456,4360,151
4457,153,167
4458,31,8
4459,3268,241
4460,4424,497
4461,3871,66
4462,4959,145
4463,1691,304
4464,330,313
4465,1745,446
4466,3806,441
4467,2421,79
4468,2219,363
4469,4591,365
4470,5509,58
4471,1457,283
4472,755,363
4473,4947,158
4474,5683,288
4475,352,103
4476,2181,430
4477,1512,187
4478,4156,32
4479,2486,442
4480,2350,32
4481,1401,143
4482,3290,162
4483,121,392
4484,5463,500
4485,5133,486
4486,5497,167
4487,4490,302
4488,636,101
4489,2501,39
4490,5685,474
4491,3030,125
4492,1351,87
4493,4763,97
4494,1320,128
4495,3017,465
4496,4396,39
4497,2280,111
4498,5650,176
4499,4970,311
4500,2985,335
4501,2637,1
4502,888,461
4503,5520,189
4504,3392,1
4505,949,94
4506,3828,19
4507,767,153
4508,11,262
4509,3968,486
4510,5137,13
4511,2323,457
4512,4393,340
4513,1204,386
4514,1706,430
4515,3251,390
4516,4674,303
4517,5224,117
4518,4111,368
4519,1909,295
4520,997,461
4521,1708,234
4522,925,76
4523,2169,74
4524,3352,435
4525,4965,384
4526,4307,154
4527,3624,431
4528,2672,68
4529,3568,50
4530,3257,366
4531,319,298
4532,4256,92
4533,4573,477
4534,1553,456
4535,1286,97
4536,1046,302
4537,3080,124
4538,5528,85
4539,567,434
4540,3016,55
4541,954,311
4542,4798,461
4543,3445,380
4544,4961,416
4545,3799,406
4546,4120,96
4547,4696,65
4548,2586,496
4549,3903,149
4550,2150,89
4551,4998,320
4552,1580,150
4553,1585,81
4554,3248,19
4555,4092,158
4556,4820,138
4557,3471,327
4558,3582,70
4559,1204,229
4560,5685,404
4561,945,55
4562,5448,431
4563,2656,225
4564,1422,286
4565,2362,302
4566,3314,147
4567,3925,339
4568,4005,495
4569,757,145
4570,2254,369
4571,1625,488
4572,5549,100
4573,4951,392
4574,3580,487
4575,3969,231
4576,1319,336
4577,2247,154
4578,922,360
4579,344,485
4580,463,176
4581,2813,56
4582,4747,260
4583,5037,124
4584,3070,91
4585,685,233
4586,2461,103
4587,5555,83
4588,4559,209
4589,595,195
4590,1765,331
4591,244,154
4592,1756,488
4593,1646,271
4594,505,388
4595,1379,28
4596,3301,455
4597,4099,430
4598,5570,332
4599,2519,352
4600,323,383
4601,4856,397
4602,449,452
4603,24,103
4604,2160,133
4605,1597,391
4606,4378,391
4607,2597,233
4608,3782,19
4609,702,479
4610,4464,119
4611,1381,307
4612,4788,120
4613,1365,338
4614,1155,411
4615,5279,402
4616,5281,490
4617,3078,154
4618,1253,368
4619,3687,382
4620,2126,378
4621,5097,161
4622,3005,101
4623,4412,172
4624,577,352
4625,4180,296
4626,3413,400
4627,133,357
4628,2581,147
4629,5477,465
4630,3016,457
4631,4317,302
4632,2947,70
4633,1833,352
4634,4519,413
4635,868,211
4636,3545,352
4637,1482,318
4638,929,194
4639,1339,135
4640,1642,486
4641,2868,28
4642,2897,104
4643,4105,121
4644,1554,486
4645,4535,155
4646,5009,258
4647,5234,366
4648,2652,466
4649,1800,229
4650,15,304
4651,2289,132
4652,222,392
4653,4370,340
4654,395,226
4655,2595,28
4656,1420,249
4657,364,401
4658,361,461
4659,4150,472
4660,17,20
4661,135,227
4662,721,72
4663,5151,440
4664,4996,245
4665,1112,201
4666,2789,159
4667,5248,283
4668,2345,158
4669,4740,154
4670,5360,69
4671,2321,461
4672,936,210
4673,1991,28
4674,787,74
4675,3253,80
4676,3166,74
4677,4124,496
4678,4874,231
4679,221,108
4680,5005,399
4681,5263,477
4682,2192,68
4683,1800,293
4684,969,239
4685,2096,154
4686,4147,221
4687,829,80
4688,1714,358
4689,908,326
4690,2,319
4691,1393,258
4692,4495,212
4693,1026,100
4694,3050,301
4695,374,461
4696,3887,392
4697,3505,495
4698,1978,111
4699,4955,83
4700,1259,380
4701,455,7
4702,3199,413
4703,1887,461
4704,4446,236
4705,1,249
4706,2167,134
4707,4242,336
4708,4681,482
4709,3290,338
4710,2861,356
4711,3495,318
4712,33,170
4713,1363,370
4714,4145,133
4715,388,93
4716,718,97
4717,4193,411
4718,4337,173
4719,10,438
4720,3427,422
4721,162,154
4722,5312,369
4723,2343,448
4724,3853,77
4725,1218,235
4726,1833,439
4727,3001,404
4728,1691,231
4729,1104,294
4730,1069,98
4731,287,74
4732,1912,185
4733,4190,350
4734,2918,352
4735,1206,439
4736,2259,500
4737,3565,186
4738,1639,297
4739,3024,125
4740,841,65
4741,2463,120
4742,72,202
4743,2352,92
4744,5023,277
4745,2644,294
4746,5228,306
4747,644,164
4748,3951,366
4749,1516,344
4750,5336,117
4751,3075,330
4752,3089,35
4753,2151,94
4754,2194,382
4755,152,294
4756,1796,81
4757,1833,348
4758,431,149
4759,2797,466
4760,2408,293
4761,4119,146
4762,255,153
4763,4339,121
4764,4799,486
4765,3255,265
4766,3848,146
4767,1702,488
4768,1576,461
4769,518,201
4770,461,62
4771,2838,440
4772,5096,461
4773,2738,385
4774,176,303
4775,2211,274
4776,2503,90
4777,1627,74
4778,3905,6
4779,4910,14
4780,1960,494
4781,1275,128
4782,662,295
4783,5678,296
4784,4209,372
4785,1277,494
4786,4439,97
4787,3838,387
4788,3969,461
4789,4904,227
4790,4741,494
4791,4756,297
4792,5004,301
4793,1303,231
4794,4792,499
4795,3323,296
4796,259,31
4797,2345,368
4798,3682,55
4799,2943,148
4800,692,101
4801,4539,87
4802,1405,302
4803,985,239
4804,2881,64
4805,1103,116
4806,4083,135
4807,2245,303
4808,950,167
4809,4175,101
4810,1934,296
4811,4841,136
4812,575,349
4813,3192,391
4814,3180,488
4815,3024,182
4816,3156,98
4817,3061,89
4818,1930,416
4819,5348,468
4820,3447,359
4821,4411,154
4822,942,453
4823,4962,300
4824,4942,390
4825,412,369
4826,138,471
4827,5541,151
4828,2977,422
4829,556,32
4830,5544,17
4831,1799,296
4832,361,297
4833,4453,107
4834,5691,366
4835,3040,145
4836,5521,337
4837,1018,80
4838,4030,252
4839,1145,43
4840,423,69
4841,4446,23
4842,214,268
4843,2608,144
4844,2125,404
4845,4278,303
4846,409,404
4847,2468,189
4848,689,189
4849,760,455
4850,2934,467
4851,5295,10
4852,1129,422
4853,5430,495
4854,1511,231
4855,2868,192
4856,5001,347
4857,4226,230
4858,1311,206
4859,5235,226
4860,1433,104
4861,5358,82
4862,5196,382
4863,1673,334
4864,5362,496
4865,2993,412
4866,1550,50
4867,3812,461
4868,2199,255
4869,1948,167
4870,2858,301
4871,5081,378
4872,1317,14
4873,5562,18
4874,754,360
4875,1729,147
4876,5278,225
4877,2422,306
4878,1320,421
4879,2033,14
4880,4594,385
4881,2057,296
4882,2058,162
4883,2277,385
4884,3963,250
4885,3343,262
4886,3681,322
4887,3459,352
4888,4529,316
4889,1107,58
4890,4456,117
4891,4338,230
4892,4551,360
4893,4172,121
4894,2135,461
4895,51,496
4896,5649,26
4897,1136,47
4898,984,1
4899,4526,262
4900,3059,86
4901,2474,172
4902,4133,392
4903,3454,98
4904,4146,494
4905,5034,151
4906,2390,486
4907,1978,225
4908,1769,136
4909,796,304
4910,952,2
4911,1922,206
4912,968,16
4913,2367,325
4914,1977,107
4915,3811,85
4916,4106,442
4917,995,151
4918,3814,167
4919,310,280
4920,1611,61
4921,1451,461
4922,3772,391
4923,1670,452
4924,107,42
4925,489,98
4926,869,138
4927,3531,199
4928,596,368
4929,5622,60
4930,1345,373
4931,5423,135
4932,734,384
4933,4038,494
4934,4152,10
4935,3717,29
4936,1784,270
4937,391,178
4938,1437,118
4939,5573,167
4940,806,282
4941,1009,365
4942,4258,408
4943,3434,473
4944,1215,195
4945,1222,255
4946,5352,391
4947,1950,84
4948,1249,147
4949,54,486
4950,2804,459
4951,4417,117
4952,5216,42
4953,4872,387
4954,4889,111
4955,891,245
4956,4923,277
4957,651,382
4958,184,162
4959,3064,74
4960,3258,160
4961,360,488
4962,4361,190
4963,1032,387
4964,3164,48
4965,3178,54
4966,3304,13
4967,1807,478
4968,657,225
4969,5293,250
4970,334,60
4971,598,471
4972,1738,408
4973,4868,50
4974,5181,260
4975,5019,17
4976,3442,496
4977,1499,54
4978,283,459
4979,2603,201
4980,1757,87
4981,28,93
4982,2823,394
4983,3153,340
4984,771,352
4985,1313,72
4986,4110,456
4987,5611,267
4988,1971,462
4989,4561,352
4990,2849,243
4991,4028,264
4992,3047,248
4993,681,416
4994,3125,399
4995,2655,74
4996,1067,92
4997,791,438
4998,5153,302
4999,2748,429
5000,2932,267
5001,2155,488
5002,1934,244
5003,4666,383
5004,4673,294
5005,1786,21
5006,2989,488
5007,1391,206
5008,720,404
5009,4291,100
5010,3271,187
5011,3268,258
5012,21,187
5013,4668,468
5014,3560,488
5015,4358,136
5016,354,296
5017,418,490
5018,4564,100
5019,752,83
5020,4854,109
5021,3913,399
5022,920,72
5023,873,164
5024,1022,231
5025,2623,151
5026,2442,28
5027,4593,336
5028,4857,438
5029,4275,92
5030,4493,111
5031,2424,95
5032,1748,154
5033,1537,93
5034,4631,215
5035,5680,241
5036,1691,201
5037,2669,58
5038,4304,66
5039,3491,244
5040,4872,32
5041,2514,413
5042,1551,404
5043,1169,303
5044,2005,260
5045,1064,115
5046,1993,302
5047,487,499
5048,157,243
5049,4652,151
5050,894,126
5051,4210,72
5052,947,193
5053,3715,8
5054,4450,128
5055,2079,404
5056,1975,461
5057,1566,484
5058,3137,494
5059,918,162
5060,5204,391
5061,886,68
5062,3079,115
5063,1127,404
5064,4586,406
5065,4940,151
5066,372,306
5067,2712,99
5068,850,356
5069,2018,356
5070,5224,8
5071,1905,311
5072,616,194
5073,4207,260
5074,4062,97
5075,2873,405
5076,2523,117
5077,2207,28
5078,1288,130
5079,3457,37
5080,609,213
5081,2789,391
5082,935,8
5083,604,210
5084,4050,136
5085,507,366
5086,1925,250
5087,4268,225
5088,508,216
5089,1545,47
5090,3320,187
5091,1415,329
5092,2160,267
5093,3060,384
5094,3120,431
5095,5091,434
5096,1098,413
5097,1138,260
5098,5105,54
5099,2267,390
5100,5226,494
5101,3043,158
5102,4619,461
5103,2174,391
5104,1352,32
5105,4729,495
5106,1208,479
5107,1618,77
5108,4790,281
5109,3068,225
5110,1416,482
5111,1135,102
5112,5059,230
5113,3454,341
5114,4478,484
5115,985,483
5116,1129,293
5117,4463,486
5118,3406,494
5119,2594,277
5120,4397,1
5121,2540,154
